albuminuria	cerebrovascular disorders	-0.0960187353637
albuminuria	charcot-marie-tooth disease	-0.0145180023232
albuminuria	cholestasis	-0.0595238095245
albuminuria	cholestasis, intrahepatic	-0.0595238095245
albuminuria	chromosome disorders	-0.0244588744584
albuminuria	colitis	-0.0693799158597
albuminuria	colitis, ulcerative	-0.0693799158597
albuminuria	colorectal neoplasms	-0.0595238095235
albuminuria	coronary artery disease	-0.282181259601
albuminuria	coronary disease	-0.202854114619
albuminuria	cranial nerve diseases	-0.0578889195914
albuminuria	crohn disease	-0.0931219500887
albuminuria	death	-0.187856003646
albuminuria	death, sudden	-0.187856003646
albuminuria	death, sudden, cardiac	-0.220853858785
albuminuria	diabetes mellitus, type 2	-0.187707641197
albuminuria	dwarfism	-0.115659340659
albuminuria	dyskinesias	-0.0471347861172
albuminuria	ectodermal dysplasia	-0.0401785714285
albuminuria	epilepsy	-0.0986080586085
albuminuria	esophageal diseases	-0.0714285714284
albuminuria	exophthalmos	-0.0614570614588
albuminuria	female urogenital diseases	-0.0919049949899
albuminuria	female urogenital diseases and pregnancy complications	-0.0755228326811
albuminuria	glioma	-0.3133640553
albuminuria	glomerulonephritis	-0.137400793651
albuminuria	goiter	-0.154761904762
albuminuria	gout	-0.32214082214
albuminuria	graves disease	-0.0614570614588
albuminuria	hair diseases	-0.0401785714285
albuminuria	heart arrest	-0.220853858785
albuminuria	heart defects, congenital	-0.0803275156241
albuminuria	hereditary sensory and motor neuropathy	-0.0565684315672
albuminuria	hyperinsulinism	-0.213736263736
albuminuria	hypersensitivity	-0.0915792305611
albuminuria	hypersensitivity, immediate	-0.0915792305611
albuminuria	hyperthyroidism	-0.0614570614588
albuminuria	hypothalamic diseases	-0.0849420849442
albuminuria	hypotrichosis	-0.0357142857163
albuminuria	immunologic deficiency syndromes	-0.0781830462681
albuminuria	insulin resistance	-0.213736263736
albuminuria	intestinal neoplasms	-0.0595238095235
albuminuria	joint diseases	-0.0116082365976
albuminuria	keratosis	-0.090476190476
albuminuria	kidney neoplasms	-0.164075630253
albuminuria	leukemia, b-cell	-0.21089726213
albuminuria	leukemia, lymphocytic, chronic, b-cell	-0.256486042694
albuminuria	leukemia, lymphoid	-0.0672619047622
albuminuria	leukemia, myeloid	-0.0959383753491
albuminuria	leukemia, myeloid, acute	-0.110392259721
albuminuria	limb deformities, congenital	-0.0483025746211
albuminuria	liver cirrhosis	-0.133928571427
albuminuria	liver cirrhosis, biliary	-0.133708242404
albuminuria	lung diseases	-0.0422653568451
albuminuria	lung diseases, obstructive	-0.118598382749
albuminuria	lung neoplasms	-0.196428571429
albuminuria	lymphoma	-0.129542606517
albuminuria	lymphoma, non-hodgkin	-0.119408369406
albuminuria	malabsorption syndromes	-0.30999066293
albuminuria	malformations of cortical development	-0.277310924368
albuminuria	mental retardation, x-linked	-0.0545979703347
albuminuria	metabolic syndrome x	-0.107142857142
albuminuria	motor neuron disease	-0.177521761393
albuminuria	mouth diseases	-0.0538847117786
albuminuria	movement disorders	-0.104645354644
albuminuria	myeloproliferative disorders	-0.13681932103
albuminuria	myocardial infarction	-0.327838827838
albuminuria	myocardial ischemia	-0.1730197587
albuminuria	neoplasms, connective and soft tissue	-0.0423820082355
albuminuria	neoplasms, germ cell and embryonal	-0.128246753246
albuminuria	neoplasms, glandular and epithelial	-0.111136218424
albuminuria	neoplasms, nerve tissue	-0.137188208617
albuminuria	neoplasms, neuroepithelial	-0.251253132831
albuminuria	nephritis	-0.0007215007218
albuminuria	neuroectodermal tumors	-0.132293587125
albuminuria	nevi and melanomas	-0.163095238095
albuminuria	obesity	-0.051485551485
albuminuria	ocular motility disorders	-0.199512062888
albuminuria	orbital diseases	-0.0614570614588
albuminuria	osteoporosis	-0.0357142857151
albuminuria	otorhinolaryngologic diseases	-0.10607531056
albuminuria	ovarian neoplasms	-0.0050149091899
albuminuria	overnutrition	-0.051485551485
albuminuria	overweight	-0.051485551485
albuminuria	pancreatic diseases	-0.181077694235
albuminuria	parkinson disease	-0.18354978355
albuminuria	parkinsonian disorders	-0.207629288276
albuminuria	pathologic processes	-0.0161401098905
albuminuria	pathological conditions, signs and symptoms	-0.229571219617
albuminuria	peripheral nervous system diseases	-0.0541077680381
albuminuria	polyneuropathies	-0.0311007025758
albuminuria	precursor cell lymphoblastic leukemia-lymphoma	-0.0936507936505
albuminuria	proteinuria	-3.14285714286
albuminuria	proteostasis deficiencies	-0.0183673469386
albuminuria	purine-pyrimidine metabolism, inborn errors	-0.163095238097
albuminuria	rectal diseases	-0.155657962108
albuminuria	respiratory hypersensitivity	-0.109890109891
albuminuria	respiratory tract diseases	-0.0127551020412
albuminuria	respiratory tract neoplasms	-0.196428571429
albuminuria	rheumatic diseases	-0.110899200635
albuminuria	sarcoma	-0.1263003663
albuminuria	signs and symptoms	-0.546480818032
albuminuria	skin diseases, vascular	-0.0790187042558
albuminuria	spastic paraplegia, hereditary	-0.280252100841
albuminuria	spinal diseases	-0.003273459798
albuminuria	spinocerebellar ataxias	-0.041666666668
albuminuria	spinocerebellar degenerations	-0.0380952380976
albuminuria	spondylarthritis	-0.0818452380955
albuminuria	spondylarthropathies	-0.0818452380955
albuminuria	spondylitis	-0.0818452380955
albuminuria	spondylitis, ankylosing	-0.289377289377
albuminuria	stomatognathic diseases	-0.145355439473
albuminuria	stomatognathic system abnormalities	-0.25
albuminuria	tauopathies	-0.0020408163261
albuminuria	tdp-43 proteinopathies	-0.0611721611725
albuminuria	thoracic neoplasms	-0.164075630253
albuminuria	thyroid diseases	-0.239610389609
albuminuria	urination disorders	-2.82142857143
albuminuria	urologic diseases	-0.208824199538
albuminuria	urologic neoplasms	-0.0363031234018
albuminuria	urological manifestations	-3.14285714286
albuminuria	varicose veins	-0.253781512605
albuminuria	vasculitis	-0.0518883415423
albuminuria	virus diseases	-0.123152709358
alzheimer disease	basal ganglia diseases	-0.008139173655
alzheimer disease	dementia	-1.42223455676
alzheimer disease	movement disorders	-0.006803222319
alzheimer disease	myocardial infarction	-0.0166729821889
alzheimer disease	neurodegenerative diseases	-0.0147212754433
alzheimer disease	parkinson disease	-0.166315994545
alzheimer disease	parkinsonian disorders	-0.159955506117
alzheimer disease	tauopathies	-1.59181034483
amyotrophic lateral sclerosis	ankylosis	-5.99964522507e-13
amyotrophic lateral sclerosis	ataxia	-0.129411764705
amyotrophic lateral sclerosis	cerebellar ataxia	-0.129411764705
amyotrophic lateral sclerosis	cerebellar diseases	-0.094276094276
amyotrophic lateral sclerosis	dyskinesias	-0.115151515151
amyotrophic lateral sclerosis	glioma	-0.105263157893
amyotrophic lateral sclerosis	leukemia, b-cell	-0.058823529412
amyotrophic lateral sclerosis	leukemia, lymphocytic, chronic, b-cell	-0.133333333336
amyotrophic lateral sclerosis	motor neuron disease	-1.54156327543
amyotrophic lateral sclerosis	neoplasms, neuroepithelial	-0.0055555555558
amyotrophic lateral sclerosis	neuromuscular diseases	-0.0488775028659
amyotrophic lateral sclerosis	proteinuria	-0.171428571428
amyotrophic lateral sclerosis	proteostasis deficiencies	-1.35
amyotrophic lateral sclerosis	spinal cord diseases	-0.838983050848
amyotrophic lateral sclerosis	spinocerebellar ataxias	-0.170918367347
amyotrophic lateral sclerosis	spinocerebellar degenerations	-0.1431372549
amyotrophic lateral sclerosis	spondylitis, ankylosing	-5.99964522507e-13
amyotrophic lateral sclerosis	tdp-43 proteinopathies	-1.74782608696
amyotrophic lateral sclerosis	urological manifestations	-0.171428571428
amyotrophic lateral sclerosis	varicose veins	-0.0073170731725
anemia	anemia, aplastic	-0.206413294256
anemia	anemia, hemolytic	-0.78448275862
anemia	bone marrow diseases	-0.273098402994
anemia	hematologic diseases	-0.291404213566
anemia	proteinuria	-0.0058155446098
anemia	urological manifestations	-0.0058155446098
anemia, aplastic	bone marrow diseases	-0.304691283293
anemia, aplastic	proteinuria	-0.0285714285691
anemia, aplastic	urological manifestations	-0.0285714285691
aneurysm	carotid artery diseases	-5.06261699229e-14
aneurysm	cerebrovascular disorders	-0.158064516129
aneurysm	glioma	-0.0874999999996
aneurysm	myocardial infarction	-0.180219780219
aneurysm	neoplasms, neuroepithelial	-0.150000000002
aneurysm	pancreatic diseases	-0.0858974358995
aneurysm	proteinuria	-0.161083743843
aneurysm	stomatognathic system abnormalities	-0.0847290640391
aneurysm	urination disorders	-0.0481854838695
aneurysm	urological manifestations	-0.161083743843
ankylosis	arthritis	-0.536682615632
ankylosis	arthritis, rheumatoid	-0.0026455026465
ankylosis	behcet syndrome	-0.450256410257
ankylosis	bile duct diseases	-0.0846461615426
ankylosis	biliary tract diseases	-0.0323717948738
ankylosis	bone diseases	-0.0112179487176
ankylosis	bone marrow diseases	-0.0227580170287
ankylosis	celiac disease	-0.292270531403
ankylosis	cholestasis	-0.0726190476196
ankylosis	cholestasis, intrahepatic	-0.0726190476196
ankylosis	colitis	-0.11528720036
ankylosis	colitis, ulcerative	-0.11528720036
ankylosis	crohn disease	-0.0973754171604
ankylosis	demyelinating autoimmune diseases, cns	-0.0861207897792
ankylosis	exophthalmos	-0.124102564102
ankylosis	glioma	-0.0574712643662
ankylosis	goiter	-0.261904761905
ankylosis	gram-positive bacterial infections	-0.0900178253129
ankylosis	graves disease	-0.124102564102
ankylosis	hyperthyroidism	-0.124102564102
ankylosis	joint diseases	-0.521120229984
ankylosis	leukemia, b-cell	-0.08181203516
ankylosis	leukemia, lymphocytic, chronic, b-cell	-0.133333333336
ankylosis	leukemia, myeloid	-0.0606060606051
ankylosis	leukemia, myeloid, acute	-0.115997181114
ankylosis	liver cirrhosis	-0.201388888889
ankylosis	liver cirrhosis, biliary	-0.18364389234
ankylosis	lymphoma	-0.0069444444443
ankylosis	malabsorption syndromes	-0.292270531403
ankylosis	motor neuron disease	-0.0148787196806
ankylosis	mouth diseases	-0.277777777779
ankylosis	multiple sclerosis	-0.088030059044
ankylosis	mycobacterium infections	-0.0900178253129
ankylosis	myeloproliferative disorders	-0.0404640633847
ankylosis	orbital diseases	-0.124102564102
ankylosis	pancreatic diseases	-2.10009787338e-12
ankylosis	panuveitis	-0.450256410257
ankylosis	proteinuria	-0.289377289377
ankylosis	psoriasis	-0.240740740741
ankylosis	rheumatic diseases	-0.0009150950902
ankylosis	skin diseases, papulosquamous	-0.240740740741
ankylosis	skin diseases, vascular	-0.387085868832
ankylosis	spastic paraplegia, hereditary	-0.0458333333336
ankylosis	spinal diseases	-1.53892339545
ankylosis	spondylarthritis	-1.91666666667
ankylosis	spondylarthropathies	-1.91666666667
ankylosis	spondylitis	-1.91666666667
ankylosis	spondylitis, ankylosing	-2.66666666667
ankylosis	stomatognathic diseases	-0.189373046517
ankylosis	thyroid diseases	-0.0999999999991
ankylosis	urination disorders	-0.168154761905
ankylosis	urological manifestations	-0.289377289377
ankylosis	uveal diseases	-0.387085868833
ankylosis	uveitis	-0.450256410257
ankylosis	uveitis, anterior	-0.450256410257
ankylosis	varicose veins	-0.0708333333336
ankylosis	vasculitis	-0.400000000002
arrhythmias, cardiac	cardiovascular abnormalities	-0.316405433647
arrhythmias, cardiac	death	-0.114912280704
arrhythmias, cardiac	death, sudden	-0.114912280704
arrhythmias, cardiac	heart defects, congenital	-0.463362381991
arrhythmias, cardiac	heart diseases	-0.18531515649
arrhythmias, cardiac	myocardial infarction	-0.104084675016
arrhythmias, cardiac	pathologic processes	-0.847030141843
arrhythmias, cardiac	pathological conditions, signs and symptoms	-0.0005851282168
arrhythmias, cardiac	proteinuria	-0.0774891774893
arrhythmias, cardiac	urological manifestations	-0.0774891774893
arterial occlusive diseases	arteriosclerosis	-1.99038685961
arterial occlusive diseases	cardiovascular diseases	-0.161987522281
arterial occlusive diseases	carotid artery diseases	-0.340434001026
arterial occlusive diseases	cerebrovascular disorders	-0.25462037962
arterial occlusive diseases	coronary artery disease	-1.86090420332
arterial occlusive diseases	coronary disease	-1.65992128492
arterial occlusive diseases	death	-0.0296669704565
arterial occlusive diseases	death, sudden	-0.0296669704565
arterial occlusive diseases	death, sudden, cardiac	-0.0031458654333
arterial occlusive diseases	dementia	-0.0191659116086
arterial occlusive diseases	endocrine gland neoplasms	-0.016467304626
arterial occlusive diseases	glioma	-0.155178837557
arterial occlusive diseases	heart arrest	-0.0031458654333
arterial occlusive diseases	heart diseases	-0.447146529862
arterial occlusive diseases	leukemia, b-cell	-0.0500679407391
arterial occlusive diseases	leukemia, lymphocytic, chronic, b-cell	-0.0884565998976
arterial occlusive diseases	limb deformities, congenital	-0.014211665528
arterial occlusive diseases	lung diseases	-0.0468365529126
arterial occlusive diseases	lung neoplasms	-0.218108504398
arterial occlusive diseases	lymphoma	-0.0801024955435
arterial occlusive diseases	lymphoma, non-hodgkin	-0.0265151515152
arterial occlusive diseases	myocardial infarction	-0.585158262791
arterial occlusive diseases	myocardial ischemia	-1.55254125052
arterial occlusive diseases	neoplasms, germ cell and embryonal	-0.0151515151501
arterial occlusive diseases	neoplasms, glandular and epithelial	-0.0143665471137
arterial occlusive diseases	neoplasms, nerve tissue	-0.0101866259696
arterial occlusive diseases	neoplasms, neuroepithelial	-0.105837789662
arterial occlusive diseases	neuroectodermal tumors	-0.0060816842731
arterial occlusive diseases	pancreatic diseases	-0.0372103386818
arterial occlusive diseases	proteinuria	-0.162729511866
arterial occlusive diseases	respiratory tract diseases	-0.0300324675322
arterial occlusive diseases	respiratory tract neoplasms	-0.218108504398
arterial occlusive diseases	thoracic neoplasms	-0.188068181818
arterial occlusive diseases	urination disorders	-0.0464015151526
arterial occlusive diseases	urological manifestations	-0.162729511866
arterial occlusive diseases	vascular diseases	-0.53551676991
arteriosclerosis	carcinoma	-0.0147876339782
arteriosclerosis	cardiovascular diseases	-0.0779418902999
arteriosclerosis	cerebrovascular disorders	-0.0097523219819
arteriosclerosis	coronary artery disease	-2.05213331365
arteriosclerosis	coronary disease	-1.82706021811
arteriosclerosis	dementia	-0.0605576441098
arteriosclerosis	endocrine gland neoplasms	-0.0265621919982
arteriosclerosis	esophageal diseases	-0.0114601018682
arteriosclerosis	glioma	-0.183014354065
arteriosclerosis	heart diseases	-0.411135495375
arteriosclerosis	hyperinsulinism	-0.0031629554648
arteriosclerosis	insulin resistance	-0.0031629554648
arteriosclerosis	leukemia, b-cell	-0.0418378834763
arteriosclerosis	leukemia, lymphocytic, chronic, b-cell	-0.0744952002633
arteriosclerosis	limb deformities, congenital	-0.0570175438604
arteriosclerosis	lung diseases	-0.0415173319
arteriosclerosis	lung neoplasms	-0.252819548873
arteriosclerosis	lymphoma	-0.10352999434
arteriosclerosis	lymphoma, non-hodgkin	-0.0511961722505
arteriosclerosis	myocardial infarction	-0.672044931331
arteriosclerosis	myocardial ischemia	-1.70149372138
arteriosclerosis	neoplasms, germ cell and embryonal	-0.0448830409333
arteriosclerosis	neoplasms, glandular and epithelial	-0.0417204095779
arteriosclerosis	neoplasms, nerve tissue	-0.0399119720498
arteriosclerosis	neoplasms, neuroepithelial	-0.137804187888
arteriosclerosis	neuroectodermal tumors	-0.0350339239833
arteriosclerosis	pancreatic diseases	-0.0786644029406
arteriosclerosis	proteinuria	-0.182764603816
arteriosclerosis	respiratory tract neoplasms	-0.252819548873
arteriosclerosis	thoracic neoplasms	-0.222277676951
arteriosclerosis	urination disorders	-0.0724293372313
arteriosclerosis	urological manifestations	-0.182764603816
arteriosclerosis	vascular diseases	-0.469738402239
arthritis	arthritis, rheumatoid	-1.22629667389
arthritis	autoimmune diseases	-0.297647952266
arthritis	autoimmune diseases of the nervous system	-0.171591031455
arthritis	bone diseases	-0.0476674641145
arthritis	celiac disease	-0.0644603934089
arthritis	colitis	-0.0285748201177
arthritis	colitis, ulcerative	-0.0285748201177
arthritis	connective tissue diseases	-0.409706919034
arthritis	demyelinating autoimmune diseases, cns	-0.27511587187
arthritis	demyelinating diseases	-0.165674784509
arthritis	diabetes mellitus	-0.0601148841603
arthritis	diabetes mellitus, type 1	-0.194557287012
arthritis	gastroenteritis	-0.026043436958
arthritis	glucose metabolism disorders	-0.0293517658673
arthritis	gout	-0.334428876858
arthritis	immune system diseases	-0.0664137137392
arthritis	inflammatory bowel diseases	-0.0271362796129
arthritis	joint diseases	-1.78033246653
arthritis	liver cirrhosis	-0.0403947368411
arthritis	lung diseases	-0.0267507299419
arthritis	lupus erythematosus, systemic	-0.152221447658
arthritis	malabsorption syndromes	-0.0644603934089
arthritis	multiple sclerosis	-0.276810279069
arthritis	musculoskeletal diseases	-0.4198562205
arthritis	proteinuria	-0.0126566416029
arthritis	psoriasis	-0.292225221172
arthritis	purine-pyrimidine metabolism, inborn errors	-0.206807780319
arthritis	rheumatic diseases	-1.68460534576
arthritis	skin and connective tissue diseases	-0.0202715123294
arthritis	skin diseases, papulosquamous	-0.292225221172
arthritis	spinal diseases	-0.364855650327
arthritis	spondylarthritis	-0.441582680106
arthritis	spondylarthropathies	-0.441582680106
arthritis	spondylitis	-0.441582680106
arthritis	spondylitis, ankylosing	-0.536682615632
arthritis	stomatognathic diseases	-0.158552474227
arthritis	urological manifestations	-0.0126566416029
arthritis, rheumatoid	asthma	-0.0311355311366
arthritis, rheumatoid	autoimmune diseases	-0.241263652959
arthritis, rheumatoid	autoimmune diseases of the nervous system	-0.0600413080902
arthritis, rheumatoid	bacterial infections	-0.144634776988
arthritis, rheumatoid	bacterial infections and mycoses	-0.134739471311
arthritis, rheumatoid	bile duct diseases	-0.022031437408
arthritis, rheumatoid	biliary tract diseases	-0.0014372822314
arthritis, rheumatoid	bronchial diseases	-0.0273519163774
arthritis, rheumatoid	celiac disease	-0.0528404344209
arthritis, rheumatoid	connective tissue diseases	-0.458887884268
arthritis, rheumatoid	demyelinating autoimmune diseases, cns	-0.15892857143
arthritis, rheumatoid	demyelinating diseases	-0.0472351218564
arthritis, rheumatoid	diabetes mellitus	-0.00936300446089
arthritis, rheumatoid	diabetes mellitus, type 1	-0.234629650443
arthritis, rheumatoid	exophthalmos	-0.0138861138853
arthritis, rheumatoid	glomerulonephritis	-0.150793650793
arthritis, rheumatoid	goiter	-0.0923645320194
arthritis, rheumatoid	gram-positive bacterial infections	-0.155844155845
arthritis, rheumatoid	graves disease	-0.0138861138853
arthritis, rheumatoid	hyperthyroidism	-0.0138861138853
arthritis, rheumatoid	joint diseases	-1.19146503669
arthritis, rheumatoid	liver cirrhosis	-0.142586580086
arthritis, rheumatoid	liver cirrhosis, biliary	-0.0733874820835
arthritis, rheumatoid	lung diseases, obstructive	-0.039682539683
arthritis, rheumatoid	lupus erythematosus, systemic	-0.257802197804
arthritis, rheumatoid	lymphoma	-0.0592532467524
arthritis, rheumatoid	malabsorption syndromes	-0.0528404344209
arthritis, rheumatoid	multiple sclerosis	-0.162413966761
arthritis, rheumatoid	musculoskeletal diseases	-0.0100738913808
arthritis, rheumatoid	mycobacterium infections	-0.155844155845
arthritis, rheumatoid	orbital diseases	-0.0138861138853
arthritis, rheumatoid	otorhinolaryngologic diseases	-0.0202099420864
arthritis, rheumatoid	proteinuria	-0.0178571428575
arthritis, rheumatoid	psoriasis	-0.117228835978
arthritis, rheumatoid	respiratory hypersensitivity	-0.0285714285714
arthritis, rheumatoid	rheumatic diseases	-1.51415625824
arthritis, rheumatoid	skin diseases, papulosquamous	-0.117228835978
arthritis, rheumatoid	spondylitis, ankylosing	-0.0026455026465
arthritis, rheumatoid	stomatognathic diseases	-0.154024729973
arthritis, rheumatoid	thyroid diseases	-0.0702380952395
arthritis, rheumatoid	urological manifestations	-0.0178571428575
asthma	bronchial diseases	-1.89615384615
asthma	celiac disease	-0.125396825399
asthma	glomerulonephritis	-0.037037037037
asthma	hypersensitivity	-1.74886211513
asthma	hypersensitivity, immediate	-1.74886211513
asthma	lung diseases	-1.16959555498
asthma	lung diseases, obstructive	-1.87012987013
asthma	lymphoma	-0.0458333333342
asthma	malabsorption syndromes	-0.125396825399
asthma	otorhinolaryngologic diseases	-0.122242647058
asthma	proteinuria	-0.131428571428
asthma	respiratory hypersensitivity	-1.94736842105
asthma	respiratory tract diseases	-1.03366510538
asthma	rheumatic diseases	-0.0336306868873
asthma	urological manifestations	-0.131428571428
asthma	virus diseases	-0.0196078431355
ataxia	cerebellar ataxia	-1.86666666667
ataxia	cerebellar diseases	-1.76305916306
ataxia	dyskinesias	-1.46666666667
ataxia	heredodegenerative disorders, nervous system	-0.117264957267
ataxia	leukemia, b-cell	-0.0134334584892
ataxia	leukemia, lymphocytic, chronic, b-cell	-0.0444444444447
ataxia	motor neuron disease	-0.113925612553
ataxia	neurodegenerative diseases	-0.0167166618107
ataxia	neurologic manifestations	-0.275517627586
ataxia	ocular motility disorders	-0.0034209428432
ataxia	proteinuria	-0.0274891774888
ataxia	proteostasis deficiencies	-0.0091575091591
ataxia	spinal cord diseases	-1.03074335047
ataxia	spinocerebellar ataxias	-1.81079638752
ataxia	spinocerebellar degenerations	-1.73333333333
ataxia	tdp-43 proteinopathies	-0.069696969694
ataxia	urological manifestations	-0.0274891774888
ataxia	varicose veins	-0.053333333333
autoimmune diseases	autoimmune diseases of the nervous system	-0.786783841178
autoimmune diseases	connective tissue diseases	-0.740316507008
autoimmune diseases	crohn disease	-0.0067450652905
autoimmune diseases	demyelinating autoimmune diseases, cns	-0.716956479275
autoimmune diseases	demyelinating diseases	-0.724602669243
autoimmune diseases	diabetes mellitus	-0.608909414466
autoimmune diseases	diabetes mellitus, type 1	-0.736340514951
autoimmune diseases	digestive system diseases	-0.0900025214078
autoimmune diseases	endocrine system diseases	-0.447280271673
autoimmune diseases	eye diseases	-0.0130533112257
autoimmune diseases	gastroenteritis	-0.0965040445302
autoimmune diseases	gastrointestinal diseases	-0.100420519484
autoimmune diseases	glucose metabolism disorders	-0.605173427395
autoimmune diseases	immune system diseases	-1.13399770383
autoimmune diseases	inflammatory bowel diseases	-0.0949470163893
autoimmune diseases	intestinal diseases	-0.127822690146
autoimmune diseases	joint diseases	-0.308313087224
autoimmune diseases	lupus erythematosus, systemic	-0.630851774206
autoimmune diseases	metabolic diseases	-0.116893152888
autoimmune diseases	multiple sclerosis	-0.695896472467
autoimmune diseases	musculoskeletal diseases	-0.155517727183
autoimmune diseases	neoplasms by histologic type	-0.00619919479789
autoimmune diseases	nervous system diseases	-0.0641726262282
autoimmune diseases	nutritional and metabolic diseases	-0.115750120384
autoimmune diseases	psoriasis	-0.0445192667436
autoimmune diseases	rheumatic diseases	-0.31511575431
autoimmune diseases	skin and connective tissue diseases	-0.447726732138
autoimmune diseases	skin diseases	-0.0655456725119
autoimmune diseases	skin diseases, papulosquamous	-0.0445192667436
autoimmune diseases of the nervous system	celiac disease	-0.0042220162727
autoimmune diseases of the nervous system	connective tissue diseases	-0.0743216049234
autoimmune diseases of the nervous system	crohn disease	-0.0162717818407
autoimmune diseases of the nervous system	demyelinating autoimmune diseases, cns	-1.63324952471
autoimmune diseases of the nervous system	demyelinating diseases	-1.57507374678
autoimmune diseases of the nervous system	diabetes mellitus	-0.212607193703
autoimmune diseases of the nervous system	diabetes mellitus, type 1	-0.352022725044
autoimmune diseases of the nervous system	gastroenteritis	-0.0619920706422
autoimmune diseases of the nervous system	glucose metabolism disorders	-0.18873233799
autoimmune diseases of the nervous system	immune system diseases	-0.404631494453
autoimmune diseases of the nervous system	inflammatory bowel diseases	-0.0641168551387
autoimmune diseases of the nervous system	intestinal diseases	-0.0186220542247
autoimmune diseases of the nervous system	joint diseases	-0.180409401318
autoimmune diseases of the nervous system	lupus erythematosus, systemic	-0.235486757154
autoimmune diseases of the nervous system	malabsorption syndromes	-0.0042220162727
